distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499,per_bajo_pob,per_bajo_ind,sal_bru_prom
99.1,2011-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,4854387281,1374877287,3684313657,98861.67929,,,,,,,,,136118,22069,68,,316,25039,1276,10040,27200,3330,8440,2821,9882,12749,4875,7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5084521.35,1233960742,4289996743,90077.15702,,,,,,,,,138708,22082,55,,312,25391,1261,11018,27717,3344,8589,2837,10111,13021,4935,7969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2011-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,4991098767,1372858619,4653299096,80572.36224,,,,,,,,,147481,27007,62,,331,26211,1268,11527,28078,3460,9290,2919,10263,12993,5612,8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5249349516,1243714338,4684717719,170526.9107,,,,,,,,,139189,20646,53,,320,26183,1260,11697,28033,4017,8637,2965,9656,12498,5089,8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5521571746,1523925164,4766902.5,169132.1469,,,,,,,,,138766,21454,40,,336,26090,1264,11234,27773,3564,8587,2989,9193,13145,5090,7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,5749573345,1464008212,5076637.73,107395.0669,,,,,,,,,139591,21809,46,,337,26354,1260,11077,27960,3574,8737,3008,9018,13301,5143,7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2012-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6084734333,1923924423,5704556.01,46207.15196,,,,,,,,,146857,26195,53,,333,26763,1260,11127,28279,3796,9046,3039,10027,13405,5225,8255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6359395433,2062544871,6013602689,38471.33464,,,,,,,,,139477,19928,87,,344,26914,1293,10848,28269,4455,8658,3056,9149,13026,5340,8067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,6817190242,2359593941,6244024.18,32140.12999,,,,,,,,,139888,20884,59,,342,26674,1301,11199,27831,3728,8993,3028,8878,13594,5399,7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,7252004779,2474659611,6770416172,26804.07864,,,,,,,,,141308,21070,56,,348,26740,1306,11348,28357,3696,8831,3058,9294,13696,5407,8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2013-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,7720390342,2776297743,7450515815,27523.04662,,,,,,,,,144842,23016,63,,368,26946,1320,11279,28390,3876,9320,3048,9916,13763,5412,8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,8214927156,2744343537,7726927755,23111.99323,,,,,,,,,139926,19949,90,,393,26928,1363,10739,28248,4617,8739,3050,8821,13235,5463,8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,9588765704,3238627455,7856531785,20835.18125,,,,,,,,,140616,20532,78,,396,26790,1333,10845,28281,3847,9104,3021,8964,13888,5455,8037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,10051765.73,3510077386,8337906021,19432.07205,,,,,,,,,142698,22131,56,,404,26936,1357,10740,28492,3836,8784,3048,9096,14134,5456,8181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2014-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,10876254.27,3951539741,9126864843,405260.2696,,,,,,,,,148378,26422,55,,403,27150,1382,10599,28586,4068,8835,3041,9904,14272,5427,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,11470333.57,3985328479,9846238384,353095.4943,,,,,,,,,142004,20904,72,,408,27376,1361,10629,28368,4657,8595,3078,8852,13894,5476,8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,13105034.85,4414868669,10522895.57,301349.8064,,,,,,,,,143608,21379,79,,409,27694,1389,11147,28629,4066,8351,3072,8776,14719,5487,8322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,13931714.32,4157638257,11451165.06,278070.9911,,,,,,,,,146371,22289,60,,411,27739,1674,11327,28738,4063,8659,3113,9274,14950,5557,8428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2015-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,15383225.73,4231244346,12822507.75,222102.3584,,,,,,,,,149375,24293,60,,411,27800,1693,10651,28831,4222,8743,3106,10345,14994,5673,8467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,17749972.81,5565431.21,13593674.27,616344.0874,,,,,,,,,140463,19580,56,,408,28013,1716,8668,28545,4503,8382,3104,8506,14642,5699,8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,21441454.9,6160282294,14049176.16,1281547743,,,,,,,,,139710,19165,59,,394,27575,1702,8675,28720,4011,8467,3070,8128,15405,5727,8524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,21946510.29,6299932397,14723256.7,897759.2551,,,,,,,,,142851,20820,88,,384,27493,1703,9681,28797,3979,8659,3053,8328,15539,5732,8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2016-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,25242827.27,6267746374,16973531.91,1918979042,,,,,,,,,150129,25793,78,,374,27547,1706,9876,29278,4177,9412,3079,8748,15548,5777,8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,26625307.12,9988348426,18177457.82,1070762611,,,,,,,,,140993,18708,62,,376,27480,1712,9540,29292,4656,8846,3035,7767,15124,5744,8559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,27996022.16,10705189.51,19938471.06,979371.1754,,,,,,,,,141350,18811,67,,371,27406,1740,9737,29217,4071,8974,2992,7727,15825,5793,8524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,30125002.76,9576208993,22021925.27,875461.1137,,,,,,,,,144492,21604,56,,376,27139,1757,10019,29205,3986,8828,2996,8019,15976,5862,8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2017-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,33392936.93,11530537.79,25222926.72,742543.0708,,,,,,,,,148773,24002,79,,374,27378,1753,10293,29887,4187,9007,2973,8072,15993,5921,8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2018-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,35366020.16,11872814.14,27257714.22,635710.5093,,,,,,,,,142069,18304,88,,395,27533,1753,9885,29679,4573,8859,2971,7487,15577,6005,8817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2018-04-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,39908844.13,14364718.66,30129211.66,533848283,,,,,,,,,141451,18522,96,,433,27508,1748,9499,29392,3988,8833,2945,7256,16285,5996,8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2018-07-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,45434725.88,13604294.92,31565782.09,401584667,,,,,,,,,141152,19607,85,,430,27341,1734,9170,28977,3823,8461,2936,7271,16353,6051,8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2018-10-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,50189834.69,13222213.92,30496402.95,291694.6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-01-01,trimestral,PROVINCIA,30,ENTRE RIOS,,,,,,,,,,,,55632215.02,14654875,31106971.92,236219.1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,12352,1356,,,10,1441,542,1350,2606,242,1046,384,1123,628,575,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,13170,1400,,,21,1566,516,1801,2651,259,1087,379,1167,654,570,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,13643,1419,,,19,1541,495,2041,2700,256,1122,381,1310,652,577,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,13774,1439,,,20,1486,456,2218,2713,257,1209,378,1248,667,552,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14180,1452,,,0,1559,447,2410,2758,254,1235,374,1162,669,692,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14528,1500,,,0,1583,439,2567,2801,245,1233,397,1174,695,699,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,15893,1513,,,0,1602,455,3619,2886,221,1373,407,1234,701,690,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,16351,1613,,,0,1544,459,3937,2888,256,1365,405,1224,712,717,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,16201,1623,,,21,1567,466,3613,2948,262,1344,411,1355,715,735,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,16009,1555,,,20,1652,438,3169,3019,324,1304,391,1463,750,729,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,15487,1439,,,17,1685,405,3068,2935,319,1265,417,1419,746,589,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,15098,1441,,,17,1653,395,2858,2856,292,1266,407,1353,747,585,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14867,1545,,,42,1413,378,2563,2893,309,1245,432,1336,717,570,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14417,1609,,,42,1427,430,2160,2858,294,1159,415,1256,795,569,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14542,1758,,,43,1406,420,2248,2904,281,1092,439,1294,801,566,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,15284,2100,,,70,1401,450,2147,3088,315,1198,442,1405,771,611,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14549,2050,,,39,1360,466,1739,3044,319,1097,445,1325,739,597,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14188,2243,,,39,1310,450,1352,3074,308,1076,423,1269,823,604,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14343,2331,,,38,1323,413,1295,3228,321,1046,438,1277,822,631,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,,,,,,,,,,,,,14557,2424,,,15,1244,422,1317,3445,342,1009,451,1300,825,613,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,117210,7298,168573,0,,,,,,,,,14767,2411,0,,17,1250,417,1379,3576,341,1011,440,1311,786,634,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,110332,5108,163725,0,,,,,,,,,14801,2473,0,,20,1245,403,1353,3509,363,1000,412,1300,854,684,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,85971,4718,172973,696.6172317,,,,,,,,,13854,1924,0,,20,1223,394,1037,3420,365,1071,412,1331,828,689,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,72185,33626,133374,758.8705936,,,,,,,,,13167,1733,0,,28,1134,382,798,3092,354,1025,408,1630,850,666,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,83692.62912,30023.40305,128537.0646,17733.81184,,,,,,,,,12250,1706,0,,0,1079,372,599,2927,351,970,405,1233,847,632,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,76218.72641,34753.66501,113214.7097,21796.35231,,,,,,,,,12032,1705,0,,0,1060,368,504,3008,344,969,411,1052,854,616,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,50408.87075,38671.45974,108247.9527,22070.97896,,,,,,,,,11765,1614,0,,0,1057,376,445,2950,366,974,426,1032,817,623,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,64149.32601,51192.74895,102080.8347,22332.84342,,,,,,,,,11718,1596,0,,0,1027,381,534,2917,422,980,409,936,832,616,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,74410.36011,67915.04098,102135.9843,22348.99987,,,,,,,,,11519,1527,0,,0,981,385,511,2915,414,909,401,951,817,612,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,83603.91287,98009.95337,93177.07305,22568.90093,,,,,,,,,11970,1450,0,,0,1044,379,619,2933,397,870,399,1250,857,615,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,103308.6296,79355.03458,94908.91676,440.2871493,,,,,,,,,12719,1451,0,,0,1072,375,782,3128,377,879,401,1572,868,615,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,108578.6205,85524.41553,101176.2506,1284.418556,,,,,,,,,13139,1449,0,,0,1162,376,881,3200,400,850,406,1656,883,650,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,105682.0813,136786.6382,104386.84,931.4112833,,,,,,,,,13040,1513,0,,14,1181,378,1196,3247,411,810,398,1175,833,648,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,109848612,266587131,106335.1458,1065.035765,,,,,,,,,13387,1539,0,,13,1239,370,1328,3288,422,869,404,1132,893,663,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,109821.9277,330040.1415,109479.7638,574.9971206,,,,,,,,,14093,1466,0,,83,1276,435,1861,3228,411,851,407,1286,893,695,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,118087.6913,197680179,122545.0643,514.0614571,,,,,,,,,15700,1508,0,,83,1356,398,3088,3364,412,887,424,1319,935,697,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,134334.0808,198443.2348,136759853,56.97911503,,,,,,,,,16757,1576,,,108,1279,402,3836,3440,380,958,444,1454,888,679,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,132683.7427,291240.5656,148083.8172,819.2999767,,,,,,,,,17854,1644,,,108,1326,412,4541,3518,386,986,457,1507,919,691,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,142375.5879,303870.5778,150067.8443,578.9230448,,,,,,,,,18846,1632,,,102,1327,385,4905,3657,408,979,466,1886,960,719,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,152988.8407,229898.5884,162476.1642,626.0318742,,,,,,,,,18861,1685,,,95,1514,318,4280,3724,436,1149,476,2106,947,699,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,155354.4524,229283.4429,169960.6069,1097.410368,,,,,,,,,18038,1760,,,76,1499,307,3804,3726,437,1135,486,1719,944,698,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,171243.4426,264489.3714,169492.0186,1383.045518,,,,,,,,,18351,1750,,,54,1552,311,3786,3884,425,1227,494,1715,972,703,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,190018.2658,339314.2841,173499.9237,1296.373355,,,,,,,,,18989,1724,,,54,1399,315,4495,3893,419,1186,508,1847,971,694,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,228371.0904,281428.7013,181595.9218,194.3450155,,,,,,,,,20579,1745,,,88,1484,271,5329,4157,491,1160,515,2377,1003,705,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-01-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,227228.0772,216239.2751,191612.5869,184.0028135,,,,,,,,,21015,1840,,,52,1528,267,5746,4250,469,1104,519,2431,1040,703,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-04-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,269851.1276,296677.7748,195148.1089,175.9997324,,,,,,,,,21391,1841,,,50,1574,261,6112,4223,455,1068,541,2395,1082,709,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-07-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,275988.7545,305404.5498,210097.7937,163.9511421,,,,,,,,,22010,1823,,,60,1631,260,6839,4457,464,1260,554,1836,1030,725,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-10-01,trimestral,PROVINCIA,34,FORMOSA,,,,,,,,,,,,299746.0241,238773.3759,226106.6643,157.1005197,,,,,,,,,22280,1871,,,66,1588,267,6396,4559,521,1283,570,2262,1058,767,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
